Drop Height,Capillary Radius,R-s,R-e,Beta
2.3047652933622618,0.09815093587776942,0.48047552615478895,1.0126472929130255,0.1
2.4150406241113824,0.10224581062840259,0.4626510093372665,1.019821265133123,0.1
2.5004626599071353,0.20234266147235047,0.47557406607226904,1.0157910416129545,0.1
2.5689085953180517,0.31372584619568483,0.46953362925372505,1.0208078986198763,0.1
2.639051043850222,0.42482225004609164,0.461275459907947,1.0191372520147703,0.1
2.720083448401374,0.5339823089228094,0.4593556786741994,1.017113928127179,0.1
2.7955353212556,0.6310952332977502,0.46906413237692907,1.0164594223201857,0.1
2.8793546865843087,0.7210464430826063,0.46262493982205055,1.0146089103145175,0.1
2.9931698784082497,0.8116888484340309,0.46252926091014357,1.0157661339989668,0.1
3.0861084843637947,0.8809764961127317,0.48448964034524716,1.011409916309629,0.1
3.196215776899549,0.9443314335318025,0.4561255627712703,1.0150424138035659,0.1
2.733541576441985,0.21295931008683283,0.5907571923541857,1.028331562094259,0.17
2.81338665914118,0.2812979684065596,0.5691849333931943,1.0333979090313987,0.17
2.886674861166816,0.3593855552012215,0.5830961496842083,1.0268253104172842,0.17
2.945595060640433,0.4351093810274136,0.5743497030977619,1.0311136454300858,0.17
3.0105197341104173,0.5043298013967098,0.576725377815433,1.029280696928861,0.17
3.094423741536577,0.5983017764411025,0.5837875087901202,1.029424838645255,0.17
3.1697995504148495,0.6753105056956339,0.5763570147808932,1.032189544944876,0.17
3.2426972443054582,0.7467299777266982,0.5761387915429668,1.0313533124344199,0.17
3.3316048921957835,0.8193617869982064,0.594553851319826,1.0322803348027736,0.17
3.4076795520292475,0.881303598071191,0.5780609878757274,1.0332996241830705,0.17
3.5050066977277274,0.9455624526465954,0.5635437297179159,1.0353823298786293,0.17
2.9819251608138817,0.3002805566399024,0.672734577481757,1.0475138481481532,0.24000000000000002
3.0754238302461143,0.34885511657561974,0.6697622921189157,1.049149501992727,0.24000000000000002
3.15790111651391,0.4058461143440088,0.6947546118503296,1.0412321388471155,0.24000000000000002
3.235578645948014,0.46895016968150693,0.7048584585271386,1.0401455931473491,0.24000000000000002
3.3162100934182552,0.5378281744260284,0.6696881822777182,1.048581041260255,0.24000000000000002
3.372502362718374,0.5984601435608661,0.684514504283847,1.0465179578919614,0.24000000000000002
3.466077521067297,0.6749888610032905,0.6866813760023243,1.0479805976207908,0.24000000000000002
3.5428176763917247,0.743740713501196,0.6573895560536495,1.0476310454336974,0.24000000000000002
3.6241048626757526,0.812731590002696,0.6739929736352593,1.04677151067074,0.24000000000000002
3.703937542734389,0.8790650375383784,0.6706124890600519,1.0502016926794366,0.24000000000000002
3.7806097569884054,0.9417778203367259,0.6571292945445012,1.051968356350426,0.24000000000000002
3.075960098430929,0.412415605634161,0.7748036681215057,1.059276355743583,0.31000000000000005
3.6987586903056515,0.7037723090772829,0.7748098676505332,1.066578281693611,0.31000000000000005
4.2198930706227475,1.1395468975351364,0.7697537092060598,1.0632702567754946,0.31000000000000005
4.755648684545153,1.5804031628167292,0.7633890035230662,1.0594797953696122,0.31000000000000005
5.299049541930683,2.0108380594302093,0.766056819667093,1.0642552470288649,0.31000000000000005
5.817353965064641,2.446918454745508,0.7630316918774805,1.0634301948329339,0.31000000000000005
6.305947569214357,2.923550169490202,0.8171175783918448,1.050088594024036,0.31000000000000005
6.743927351199473,3.465377218503806,0.7565817464119766,1.0601261282918495,0.31000000000000005
7.0803527223777865,4.0710251348346285,0.7592627055384914,1.0695270191304571,0.31000000000000005
7.287450266046775,4.638988952312599,0.7521465900948694,1.0684015386827093,0.31000000000000005
7.3449686353114965,5.352870264274181,0.7694624439755925,1.057858760402259,0.31000000000000005
3.0433821660766687,0.6102314717384372,0.8676474481899917,1.0798820784829264,0.38
3.532896552675076,0.6825292753348322,0.8654645505343675,1.0830098627328046,0.38
3.976561849232217,0.9271751981250378,0.8605689129970605,1.0856890248267153,0.38
4.373909982060865,1.26039636301941,0.8554196186619311,1.0806592752101283,0.38
4.710068050709227,1.6292571510337044,0.849204472004783,1.0809432519632134,0.38
5.0075658399656415,2.027798590969224,0.866913390021051,1.0766959932586855,0.38
5.281501218069369,2.4591012745921152,0.8603716359538526,1.0807339449563287,0.38
5.501610780841482,2.9122248780502935,0.8813466371540355,1.0784909240924587,0.38
5.663629204198082,3.319814481914723,0.862167504066395,1.0862028953790106,0.38
5.793089529341603,3.885131298000056,0.8541499218064128,1.0839265079883262,0.38
5.839176727447454,4.342014715458489,0.8778542039029695,1.0787421575940939,0.38
2.89713169647896,0.8303043980987309,0.9555816921542364,1.1059208655905357,0.45000000000000007
3.2808520303063937,0.8497844164596602,0.9551461309347821,1.104669468200557,0.45000000000000007
3.648001066665242,0.9576655377525674,0.9505684583992019,1.1053212743233192,0.45000000000000007
3.97383680060008,1.141899162224924,0.9569420958950974,1.1062641506342068,0.45000000000000007
4.258511425784217,1.3874267537980742,0.9637522813459318,1.1055609883005235,0.45000000000000007
4.5244126254752155,1.688309015240745,0.9524909359038138,1.1045852621108518,0.45000000000000007
4.724068657292114,2.012270688324306,0.9668941947652197,1.0948501899086305,0.45000000000000007
4.877276999055173,2.3602733991736176,0.9523824306151932,1.105758160356069,0.45000000000000007
4.990975226718969,2.7285160916533315,0.9582405101616175,1.1068639567753937,0.45000000000000007
5.046326231304336,3.068905733049557,0.9727648679406582,1.0986994461499315,0.45000000000000007
5.066250401179598,3.410294961317924,0.9481140272425714,1.1018213908358925,0.45000000000000007
2.6805100689183923,1.0218259220741719,1.049109708630164,1.1344815729372828,0.52
2.9869215423976336,1.0394192634942854,1.0592399292035726,1.1325809959020328,0.52
3.280753168697062,1.0993883640574784,1.0499145904663088,1.1307773888310833,0.52
3.5641166705557876,1.2140355292056253,1.052816851659648,1.1298873877888231,0.52
3.836918689253812,1.3852585015338208,1.0558987932432706,1.1234547257203047,0.52
4.064108200532111,1.5907137477741802,1.0482019632225148,1.1332761490329841,0.52
4.247145744272134,1.8268925699402214,1.0506515498766094,1.1286315301403969,0.52
4.402953779014359,2.0963591694124806,1.0573825000346921,1.1306197422894773,0.52
4.5138899571156825,2.3833984512924333,1.0450604141802162,1.130164541787873,0.52
4.590671643824758,2.6867512448060014,1.0488785341741835,1.1326508408557843,0.52
4.603304230564859,2.9840716632160476,1.0492466339902051,1.1231673770879582,0.52
2.4406598505376436,1.167725916130619,1.161077503706287,1.1642148527167606,0.5900000000000001
2.694984239244185,1.1866720073665,1.1596601206295014,1.1685370683824727,0.5900000000000001
2.950109852279939,1.239616903598584,1.1595352498779274,1.165812474858942,0.5900000000000001
3.2098606268684677,1.3372853775852562,1.1589437590135612,1.1641858938275387,0.5900000000000001
3.430109075875225,1.4550221956697278,1.160588893357943,1.160496432723956,0.5900000000000001
3.645335588452603,1.6196101951505077,1.1597231997502029,1.172223329757598,0.5900000000000001
3.8316956942422142,1.8148539328905207,1.158288832991755,1.1604219253617636,0.5900000000000001
3.978343795422024,2.0318958481409775,1.1638396808491829,1.1723243892440367,0.5900000000000001
4.086620847696265,2.2675774619532745,1.1621200576640576,1.1694485455287615,0.5900000000000001
4.171906308787339,2.5256033036334773,1.157847960043183,1.1633740905117282,0.5900000000000001
4.213552892161229,2.760847870425959,1.167470494197114,1.1664307842900814,0.5900000000000001
2.2050737057908685,1.2578107671504295,1.2550307463649473,1.0917703339532354,0.66
2.4412544416578115,1.2915171862251549,1.2628232596765208,1.1184224144794725,0.66
2.674214628271609,1.3478896004384224,1.2617365657252058,1.1249491955176105,0.66
2.896907929489521,1.4293980316060644,1.2961322509927176,1.2043954603571763,0.66
3.1112760122800633,1.5444087247321945,1.278091187815084,1.171893261475561,0.66
3.3080577534623936,1.6900701097865223,1.28404912122413,1.2009922754635702,0.66
3.491224901831526,1.87097938121808,1.2958896296038274,1.2165963417734567,0.66
3.6272998777802123,2.0634615068481024,1.3022375112643922,1.2465968905108158,0.66
3.7407117725386327,2.282131341194071,1.319988800769839,1.2833749055619101,0.66
3.811339328794185,2.509232268303935,1.3461251749630052,1.328498799562423,0.66
3.8553928660446757,2.750317562261329,1.3718911592832228,1.3677037334868296,0.66
2.0196686438647693,1.3130023484673252,1.3130023484673252,1.0971105358297344,0.7300000000000001
2.2416079067389623,1.3605439615495922,1.3585925587996908,1.1032198768848045,0.7300000000000001
2.465172847220053,1.4317704286254647,1.370976174432208,1.1327473755936008,0.7300000000000001
2.674112583023918,1.5191457028710198,1.3827028648626896,1.1514370014122541,0.7300000000000001
2.875530703012563,1.636312351483014,1.4017904042651579,1.179749018579362,0.7300000000000001
3.045789179206984,1.7686701762297203,1.4113080323202791,1.1965673371256706,0.7300000000000001
3.2076119947602497,1.937652263597759,1.4238466309346256,1.2246576603715214,0.7300000000000001
3.3408291521862106,2.12744445597479,1.4543881157944407,1.2570859442429316,0.7300000000000001
3.4501849149478176,2.340032090674966,1.4747846468919468,1.2788182604054106,0.7300000000000001
3.511180107185128,2.5536821133330223,1.5048970353321671,1.3202906974971653,0.7300000000000001
3.5440512876511034,2.7786428034058854,1.5376171888820853,1.3509879167869578,0.7300000000000001
1.926851348560118,1.3664314577615608,1.3664314577615608,1.0852142959257967,0.8
2.130778440946263,1.429592687081526,1.429592687081526,1.1059755429385176,0.8
2.3237659516199667,1.5021153926286956,1.4805657184696293,1.1334955811154994,0.8
2.5134783523699893,1.5988673542502763,1.4919167054715992,1.1449549331825921,0.8
2.6984834038591043,1.723428681892512,1.5162931470227599,1.1679254819228946,0.8
2.8509125751899367,1.855091278322148,1.5327729197749294,1.1930045293114482,0.8
2.987744866899941,2.0121892204394576,1.567149881833341,1.2261317590790932,0.8
3.109580902821128,2.1954504140693643,1.6076530223564631,1.2601013599758752,0.8
3.198728686318018,2.3888845632393716,1.6409206184323295,1.2806310316595377,0.8
3.25400663634217,2.5889250992096913,1.6926073162676105,1.3174964088577228,0.8
3.277248572058544,2.7491927786829446,1.72925666151939,1.3533777273269603,0.8
