Drop height,Capillary radius,R-s,R-e,Apex Radius,XGBoost Beta,image
2.357142857142857,1.119047619047619,1.0654761904761905,1.005952380952381,168,0.5263158,d.0.55.png
2.357142857142857,1.119047619047619,1.0595238095238095,1.005952380952381,168,0.5238819,d.1.05.png
2.357142857142857,1.119047619047619,1.0595238095238095,1.005952380952381,168,0.5238819,d.1.55.png
2.357142857142857,1.119047619047619,1.0595238095238095,1.005952380952381,168,0.5238819,d.2.05.png
2.357142857142857,1.119047619047619,1.0595238095238095,1.005952380952381,168,0.5238819,d.2.55.png
2.357142857142857,1.119047619047619,1.0595238095238095,1.005952380952381,168,0.5238819,d.3.05.png
2.357142857142857,1.119047619047619,1.0654761904761905,1.005952380952381,168,0.5263158,d.3.55.png
2.357142857142857,1.119047619047619,1.0595238095238095,1.005952380952381,168,0.5238819,d.4.05.png
2.357142857142857,1.119047619047619,1.0595238095238095,1.005952380952381,168,0.5238819,d.4.55.png
2.357142857142857,1.119047619047619,1.0654761904761905,1.005952380952381,168,0.5263158,d.5.05.png
2.357142857142857,1.119047619047619,1.0595238095238095,1.005952380952381,168,0.5238819,d.5.55.png
2.357142857142857,1.119047619047619,1.0595238095238095,1.005952380952381,168,0.5238819,d.6.05.png
2.357142857142857,1.119047619047619,1.0654761904761905,1.005952380952381,168,0.5263158,d.6.55.png
2.357142857142857,1.119047619047619,1.0654761904761905,1.005952380952381,168,0.5263158,d.7.05.png
2.357142857142857,1.119047619047619,1.0595238095238095,1.005952380952381,168,0.5238819,d.7.55.png
2.357142857142857,1.119047619047619,1.0595238095238095,1.005952380952381,168,0.5238819,d.8.05.png
